Pto. El Espinillo	埃尔埃斯皮尼约村
Cerro Azul Casa	阿苏尔卡萨山
Abra de Rota	罗塔山口
Viscachani	比斯卡查尼山
Cerro Peña Orco	佩尼亚奥尔科山
Naciente del Arroyo Mcoyita	纳先特-德尔阿罗约山
Cerro Mecoya	塞罗梅科亚山
Viscachani	比斯卡查尼村
Quebrada Tres Lagunas	特雷斯拉古纳斯溪
Pozo Bravo	布拉沃井
Santa Cruz	圣克鲁斯村
Arroyo Mecoyita	梅科伊塔溪
Artigal	阿尔蒂加尔村
Río Santa Cruz	圣克鲁斯河
Abra de Lizoite	利索伊特山口
Lizoite	利索伊特村
Rodeo Pampa	罗德奥潘帕村
La Huerta	拉韦尔塔村
Abra Sepultura	塞普尔图拉山口
Río Santa Victoria	圣维多利亚河
Santa Victoria	圣维多利亚市
Volcán	博尔坎村
Abra Patahuasi	帕塔瓦西山口
Potrerillos	波特雷里约斯村
Campa Lajas	坎帕拉哈斯村
Trigo Huaico	特里戈瓦伊科村
Pucoviscana	普科维斯卡纳村
Trancas	特兰卡斯村
Acoyote	阿科约特镇
Chorro	乔罗村
Vallecito	巴耶西托村
Paltoroa	帕尔托罗阿村
Mina La Niqueira	拉尼克伊拉矿
Tuc Tuca	图克图卡村
Cerro Fundición	丰迪西翁山
Lapiara	拉皮亚拉村
Poscaya	波斯卡亚镇
cerro Blanco	布兰科山
Bacoya	巴科亚村
Azul Cuesta	阿苏尔库埃斯塔村
Molino	莫利诺村
Nazareno	纳萨雷诺镇
Río Nazareno	纳萨雷诺河
Abra Coyayo	科亚约山口
Abra Delgada	德尔加达山口
Cerro Escalera	埃斯卡莱拉山
Quebrada de Cheschi Abra	切斯奇阿夫拉溪
Campo del Pinal	皮纳尔平原
Mayuinte	马尤因特村
Macho Cruz	马乔克鲁斯村
Arbolito Solo	阿尔沃利托索洛村
Puesto del Marqués	普埃斯托-德尔马尔克斯镇
Casas Viejas	卡萨斯别哈斯村
Cerro Morado	莫拉多山
Cerro Chaucamorro	乔卡莫罗山
Río del Puesto	普尔斯托河
Tambos	坦沃斯村
Santa Rosa	圣罗莎村
Tanquiches	坦基切斯村
El Tandil	埃尔坦迪尔村
Santuario	桑图阿里奥村
Laguna Rontuyoc	龙图约克湖
Puerta del Potrero	普埃尔塔-德尔波特雷罗村
Filo Yaretayoc	亚雷塔约克山脊
Cerro Inca	因卡山
Cerro Queta	克塔山
Mina Quichagua	基查瓜矿
Aramayo	阿拉马约村
Río Quichagua	基查瓜河
Río Tanaite	塔奈特河
Cochinoca	科奇诺卡镇
Lomas Coloradas	洛马斯科-洛拉达斯村
Abra Pampa	阿夫拉潘帕市
Taladitas	塔拉迪塔斯村
Volcancito	博尔坎西托村
Rumicruz	鲁米克鲁斯村
Piedra Blanca	彼德拉布兰卡村
Cerro Coruncó	科伦科山
Quichagua	基查瓜村
Doncellas Chica	小东塞亚斯村
Río Rachaite	拉柴特河
Río Doncellas	栋塞亚斯河
Río Tamaite	塔迈特河
Cerro Rachaite	拉柴特山
Agua Caliente del Puna	阿瓜卡连特-德尔普纳村
Doncellas Grande	大栋塞亚斯村
Tambillos	坦维约斯村
Pasaje	帕萨赫村
Inta	因塔村
San José de Miraflores	圣何塞-德尔米拉夫洛雷斯村
Río Miraflores Abra Pampa	米拉夫洛雷斯-阿夫拉-潘帕河
Real Grande	大雷阿尔村
Pantano	潘塔诺村
Yerba Buena	耶尔瓦布埃纳村
Río Tambillos	坦维约斯河
Bajo Laguna	巴霍拉古纳村
Cerro Llumraite	尤穆赖特山
Quebrada Tarante	塔兰特溪
Casabindo Colorados	卡萨温多科洛拉多斯镇
Esquina Colorada	埃斯基纳-科洛拉多
Arroyo Portillo Grande	大波尔蒂约溪
Cerro Cochagasta	科查加斯塔山
Peña Colorada	科洛拉达山岩
Cerro Overo	奥韦罗山
Abra de Tres Cruces	特雷斯克鲁塞斯山口
Agua Chica	小阿瓜村
Mal Paso	马尔帕索村
Quinilican	基尼利坎村
Arroyo Coranzuli	科兰苏利溪
La Capailla	拉派亚
Encrucijada	恩克鲁希哈达
Agua Colorada	阿瓜科洛拉达
Cobra	科夫拉村
Cerro Catalí	卡塔利山
Río Negro	内格罗河
Agua Caliente	阿瓜卡连特村
Alto del Salado	萨拉多高地
Quera	克拉村
Cerro Negro	塞罗内格罗村
Cerro Vicunayoc	比库纳约克山
Cantera Tusaquilla	图萨基亚采石场
Tusaquilla	图萨基亚镇
Río Grande	里奥格兰德村
Cerro Tipará	蒂帕拉山
pol	波尔
Agua de Castilla	阿瓜德卡斯蒂亚村
Arroyo de la Cueca	库埃卡溪
Abra Vicuñayoc	比库尼亚约克山口
Abra Cortadera	科尔塔德拉山口
Casillas	卡西亚斯村
Challamayo	查亚马约村
Cerro Corral Blanco	科拉尔布兰科山
La Cueva	拉库埃瓦村
Cóndor	孔多尔村
Cerro Palta Loma	帕尔塔洛马山
Tres Curces	特雷斯库尔塞斯镇
Ciénago	谢纳戈村
Barro Negro	巴罗内格罗
Arroyo Cóndor	孔多尔溪
Azul Pampa	阿苏尔潘帕村
Chaupi Rodeo	乔皮罗德奥村
Volcán Caído	博尔坎凯多村
Hipólito Trigoyen	伊波利托-特里戈延镇
Cienaguita	谢纳吉塔村
Rodero	罗德罗村
Cholcan Monumento Natural Laguna Leandro	乔尔坎-莱安德罗湖自然纪念物
Ascayoc	阿斯卡约克村
Sierra de Zenta	森塔山脉
Pisungo	皮孙戈村
Cerro Morado Grande	大莫拉多山
El Aguilar	埃尔阿吉拉尔村
Vizcarra	比斯卡拉村
Casa Grande	大卡萨村
Cerro de Huaira Huasi	瓦伊拉瓦西山
Filo de la Vieja	别哈山脊
Abra de Cafradilla	卡夫拉迪亚山口
Coraya	科拉亚村
Hornaditas	奥尔纳迪塔斯村
Toyonso	托永索村
Ronquí	龙基村
Chorrillos	乔里约斯村
Coctaca	科克塔卡镇
Humahuaca	乌马瓦卡市
Valiazo	巴利亚索村
Sierra de Aparzo	阿帕尔索山脉
Cerro Siquiza	锡基萨山
Aparzo	阿帕尔索村
Arroyo de Cholcan	乔尔坎溪
Río Cianzo	锡安索河
Cianzo	锡安索村
Palca de Varas	帕尔卡德巴卡斯村
Alto de Chorro	乔罗高地
Abra de Zenta	森塔山口
Abra Casillas	卡斯亚斯山口
Puntipampa	蓬蒂潘帕村
Abra de la Cruz	克鲁斯山口
Cerro San Gregorio	圣格雷戈里奥山
Tacupampa	塔库潘帕村
Abra Delgada	阿夫拉德尔加达村
San Isidro	圣伊西德罗村
Chañar	查尼亚尔村
Higuera	伊格拉村
Río Iruya	伊鲁亚河
Iruya	伊鲁亚市
Cerro Pelado	佩拉多山
Pueblo Viejo	旧村镇
Coranzuli	科兰苏利村
Chiquero Blanco	奇克罗布兰科村
Chiyayoc	奇亚约克村
Valle Cocepcoón	巴耶科塞普科翁村
Cerro Rodeo de Torre Morada	罗德奥-德托雷莫拉达山
Volcán Higuera	波尔坎伊格拉村
Río de Iscuya	伊斯库亚河
Río Zapalita	萨帕利塔河
Abra de Astilleros	阿斯蒂耶罗斯山口
El Abra	埃尔阿夫拉村
San Antonio	圣安东尼奥村
Snía de las Cañas	卡尼亚斯山脉
Cerro Potrerillos	波特雷里约斯山
Puesto Trancas	特兰卡斯村
Hito Conf R Mercoya a Mecoyita	孔夫-梅尔科亚-阿-梅科伊塔山
Hito Conf Sta Rosa y Sta Victoria	孔夫-罗莎小姐和维多利亚小姐山
Hito Condado	孔达多山
Río Santa Rosa	圣罗莎河
Rio Condado	孔达多河
Mecoyita	梅科伊塔村
Santa Rosita	圣罗西塔村
Cos Bravos	布拉沃斯山
La Misión	拉米西翁村
Reserva Nacional El Nogalar de los Toldos	埃尔诺加拉尔-德洛斯托尔多斯国家保护区
Los Toldos	洛斯托尔多斯镇
Valle Campo de Rana	坎波德拉纳山谷
Río Pira Casú	皮拉卡苏河
El Arazoy	埃尔阿拉索伊村
Canto El Monte	坎托埃尔蒙特
Río Los Toldos	洛斯托尔多斯河
Cañani	卡尼亚尼村
Río Cañani	卡尼亚尼河
Río Trigo Huaico	特里戈瓦伊科河
Cerro Puedra Colgada	普埃德拉-科尔加达山
Astillero	阿斯蒂耶罗村
Lipeo	利佩奥村
Puesto El Palancho	埃尔帕兰乔村
Abra Baritú	巴里图山口
Negro Huaico	内格罗瓦伊科
Cerro Lipeo	利佩奥山
Baritú	巴里图村
Río Lipeo	利佩奥河
Río Baitú	巴里图河
Parque Nacional	国家公园
Río Porongal	波龙加尔河
Sierra del Porongal	波龙加尔山脉
Baritú	巴里图
Cerros de los Cinco Penachos	辛科佩纳乔斯山
Juntas del Porongal	洪塔斯-德尔波龙加尔村
Río Pescado	佩斯卡多河
Abra del Agua Tibia	阿瓜蒂维亚山口
Cerro Morro Alto	莫罗阿尔托山
Quebrada Palca de Achiras	帕尔加-德阿奇拉斯溪
Cerro Candelaria	坎德拉里亚山
Río Astisar	阿斯蒂萨尔河
El Astillero	埃尔阿斯蒂耶罗
Cerro Pajoso del Rosario	帕霍索-德尔罗萨里奥山
Sierra del Cerro Negro	塞罗内格罗山脉
Arroyo Simbolar	辛博拉尔溪
Matancillas	马坦西亚斯村
Pintascayo	平塔斯卡约
Puesto Viejo	旧村
Cerro Mulular	穆卢拉尔山
San Carlos	圣卡洛斯村
Isla de Cañas	伊斯拉-德卡尼亚斯镇
Río Astillero	阿斯蒂耶罗河
Río Cañas	卡尼亚斯河
Cerro Tres Morros	特雷斯莫罗斯山
Río Piedras	彼德拉斯河
Cerro Solidar	索利达尔山
Punto de Toro	蓬托德托罗村
Snia. De Las Cañas	卡尼亚斯山脉
Lomas Coloradas	科洛拉达斯山脊
Cortadera	科尔塔德拉村
Snia. De las Pavas	帕瓦斯山脉
El Candado	埃尔坎达多村
El Candado Chico	小埃尔坎达多村
Quebrada del Nogal	诺加尔溪
Serranía del Divisadero	迪维萨德罗山脉
Aguas Blancas	阿瓜斯布兰卡斯镇
Río Solazuly	索拉苏利河
Río Bermejo	贝尔梅霍河
Puente Internacional Aguas Blancas	阿瓜斯布兰卡斯国际通道
Río Pescado	里奥佩斯卡多村
Abra Grande	大阿夫拉村
Campo Río Deseado	坎波-里奥-德塞阿多村
Finca Anta Muerta	芬卡-安塔-穆埃尔塔村
Lomas de San Ignacio	圣伊格纳西奥山脊
San Ramón de La Nueva Orán	圣拉蒙-德拉努埃瓦奥兰市
Colonia E.	科洛尼亚移民村
Misión Zenta	米西翁森塔村
Colonia Z.	科洛尼亚移民村
San Martín	圣马丁村
Puesto Buena Vista	布埃纳比斯塔村
Río de Naranjo	纳兰霍河
Río Redondo	雷东多河
Puesto Toro Overo	托罗奥韦罗村
Tablada	塔夫拉达村
Campo de Triga	特里加平原
Puesto Temporal	滕波拉尔村
Queñoal	克尼奥阿尔村
Cerro Incahuasi	因卡瓦西山
Río San Andrés	圣安德烈斯河
Río Quirusillal	基鲁西亚尔河
Río Itaú	伊陶河
Río Grande o de Tarija	格兰德河或塔里哈河
Campo Largo	坎波拉尔戈村
Sierra de Macueta	马库埃塔山脉
Macueta	马库埃塔村
Quebrada Macueta	马库埃塔溪
Batallano	巴塔亚诺村
Embalse Itiyuro	伊蒂尤罗水库
Arroyo Caraparí	卡拉帕里溪
Arroyo San Francisco	圣弗朗西斯科溪
Acambuco	阿坎武科村
Tobantirenda	托万蒂伦达镇
El Chorro	埃尔乔罗村
Aguaray	阿瓜莱村
Las Latas	拉斯拉塔斯村
Quebrada Ancha	安查溪
Cerro Tuyunty	图云蒂山
Arroyo Acambuco	阿坎布科溪
Sierra de Tartagal	塔尔塔加尔山脉
Piquirenda	皮基伦达镇
Yacuy	亚奎村
Arroyo Ahí Veremos	阿伊贝雷莫斯溪
Puesto Astillero	阿斯蒂耶罗村
Misión KM 6	6公里米西翁镇
Tartagal	塔尔塔加尔市
Aguay	阿瓜伊村
Sierras del Alto Río Seco o Cumbres de San Antonio	阿尔托里奥塞科山脉或圣安东尼奥山峰
Río Tartagal	塔尔塔加尔河
San Telmo	圣特尔莫村
Quebrada Algarrobito	阿尔加罗维托溪
Media Luna	梅迪亚卢纳村
Campamento Vespucio	贝斯普西奥营地
General Mosconi	莫斯科尼将军村
Pocoy	波科伊村
Coronel Cornejo	科尔内霍上校村
Obraje Echezortu	奥夫拉赫-埃切索尔图村
Quebrada Porcelana	波尔塞拉纳溪
Puesto Porcelana	波尔塞拉纳村
Hito Fortín Campero	福尔延坎佩罗山
El Chuschal	埃尔丘斯查尔村
Visa	比萨山
Quebrada Changüe	钱圭溪
Juntas de San Antonio	圣安东尼奥村
Río Seco(Porcelana)	里奥塞科村（波尔塞拉纳村）
Río Seco	里奥塞科河
Antonio Quijarros	安东尼奥-基哈罗斯村
Carretera Martín Güemes	马丁圭梅斯公路
El Quebracho	埃尔克夫拉乔村
Puesto Lavalle	拉瓦耶村
Senillosa	塞尼约萨村
General Ballivian	巴伊维安将军镇
Puesto San Agustín	圣奥古斯丁村
Colonia Zanja del Tigre	桑哈德尔蒂格雷移民村
Embarcación	恩巴尔卡西翁村
Puesto El Carmen	埃尔卡门村
Campichuelo	坎皮丘埃洛镇
Puesto El Quemado	埃尔克马多村
Senda Hachada	森达阿查达村
Ex. Obraje	旧奥夫拉赫村
Puesto la Bombita	拉邦比塔村
Padre Lozano	帕德雷洛萨诺镇
Profesor Salvador Mazza	萨尔瓦多马萨教授村
Ipaguazú	伊帕瓜苏村
Est. Pocitos	波西托斯车站
Río Carapanri	里奥卡拉潘里村
El Aibal	埃尔艾瓦尔村
Aserr. San Antonio	圣安东尼奥山脉村
Aserr. Las Maravillas	拉斯马拉维亚思山脉村
Curva de Juan	胡安弯道
Zanja Honda	桑哈翁达河
Bañado Pozo Anta	波索安塔沼泽
Campo Durán	坎波杜兰镇
Timbuirenda	延布伊伦达村
Río Itiyuro	伊蒂尤罗河
Cañitas	卡尼塔斯村
Tonono	托诺诺村
Alcoba	阿尔科瓦村
Fortín Alegre	福尔延阿莱格雷村
Tres Pozos	特雷死波索斯村
El Sauzal	埃尔绍萨尔村
El Bobaoal	埃尔博沃阿尔村
Camino de Caraguata	卡拉瓜塔道路
Cañada de Rosario	罗萨里奥峡谷
Zanja Honda	桑哈翁达村
El Desierto	埃尔德谢尔托村
Aserr. Michi Cola	阿塞里亚-米奇-科拉村
El Traslado	埃尔特拉斯拉多村
El Escondido	埃尔埃斯孔迪多村
El Tacuruzal	埃尔塔库鲁萨尔村
El Silencio	埃尔锡伦西奥村
Los Desmontes	洛斯德斯蒙特斯村
Corralito	科拉利托村
El Arenal	埃尔阿雷纳尔村
El Campamento	埃尔坎帕门托村
La Salvación	拉萨尔瓦西翁村
La Curtiembre	拉库尔蒂恩布雷村
El Aybar	埃尔艾瓦尔村
Cañada la Colorada	拉科洛拉达峡谷
Las Palmas	拉斯帕尔玛斯村
Zacha Pera	萨查佩拉村
Pozo El Viejo	波索埃尔别霍村
Puesto La Bolsa	拉博尔萨村
Montevideo	蒙得维的亚村
Campo Libre	坎波利夫雷村
Puesto Pozo Zorro	波索索罗村
Puesto El Gateado	埃尔加特阿多村
Puesto Tacil	塔西尔村
Cañada de Luna	卢纳峡谷
Puesto El Milagro	埃尔米拉格罗村
Est. Hickman	伊克克曼车站
Hickmann	伊克克曼镇
Puesto El Chivil	埃尔奇维尔村
Puesto El Campamento	埃尔坎帕门托村
El Melonar	埃尔梅洛纳尔村
Río Pilcomayo	皮尔科马约河
Hito Esmeralda	埃斯梅拉尔达山
Hito D’Orbigny	德奥尔维格尼山
Magdalena	马格达莱娜村
La Puntana	拉蓬塔纳村
Puesto La Florida	拉夫洛里达村
Monte Carmelo	蒙特卡尔梅洛村
La Curvita	拉库尔维塔村
Puesto El Rosado	埃尔罗萨多村
Santa María	圣玛利亚镇
Puesto La Invernada	拉因贝尔纳达村
Cañada El Ñato	埃尔尼亚托峡谷
Puesto El Palmar	埃尔帕尔玛尔村
El Ñato	埃尔尼亚托村
Misión La Merced	米西翁-拉梅尔塞德村
Santa Victoria Este	东圣维多利亚镇
San Luis	圣路易斯村
Pozo Tigre	波索蒂格雷镇
La Buena Fe	拉布埃纳费村
Misión La Gracia	米西翁-拉格拉西亚村
Misión La Paz	米西翁拉巴斯镇
La China	拉奇纳村
Amberes	安贝雷斯村
Las Vertientes	拉斯-贝尔蒂恩特斯村
Puesto Pozo El Toro	波索埃尔托罗村
Aserr. Pozo del Tigre	阿塞里亚-波索-德尔蒂格雷村
San Miguel(El Zapallo)	圣米格尔镇（埃尔萨帕约镇）
Puesto El Vilanito	埃尔比拉尼托村
Pozo El Bravo	波索埃尔布拉沃村
Las Delicias	拉斯德利西亚斯村
Bajo Grande	大巴霍村
La Palmita	拉帕尔米塔村
Laguna Las Mojarras	拉斯莫哈拉斯湖
Balbuena	巴尔夫埃纳村
Madrejón	马德雷洪村
Puesto El Desemboque	埃尔德森博克村
Puesto Pozo El Anta	波索埃尔安塔村
Laguna El Coleto	埃尔科莱托湖
Puesto El Cencerro	埃尔森塞罗村
Puesto Las Casas Viejas	拉斯-卡萨斯-别哈斯村
Puesto Bajo Verde	巴霍贝尔德村
Alto de la Sierra	阿尔托德拉谢拉镇
Los Nogales	洛斯诺加莱斯村
El Palmar	埃尔帕尔马尔村
La Junta	拉洪塔村
Barrancas Coloradas	巴兰卡斯-科洛拉达斯村
Puesto las Tres Cañadas	拉斯-特雷斯-卡尼亚达斯村
Puesto Monte Rico	蒙特里科村
Trampeadero	特兰佩阿德罗村
Alm. Pozo de los Indios	波索-德洛斯因迪奥仓库村
Puesto El Naranjo	埃尔纳兰霍村
Tres de Mayo	特雷斯德马约村
Puesto La Botija	拉博蒂哈村
Puesto El Escondido	埃尔埃斯孔迪多村
Puesto Santa María	圣玛利亚村
El Yacón	埃尔亚孔村
La Iguana	拉伊瓜纳村
Alm. El Lecherón	埃尔莱切龙仓库村
Puesto Las Delicias	拉斯德利西亚斯村
Puesto La Providencia	拉普罗维登西亚村
Puesto El Carancho	埃尔卡兰乔村
Puesto Pozo El Chirete	波索埃尔奇雷特村
Puesto Las Cañitas	拉斯卡尼塔斯村
La Vertiente	拉贝尔蒂恩特村
Aguas Verdes	阿瓜斯贝尔德斯村
Puerto La Paz	拉巴斯村
El Divisadero	埃尔迪维萨德罗村
Pozo del Chañar	波索-德尔查尼亚尔村
Puesto del Medio	梅迪奥村
Azul	阿苏尔村
Pozo Mulato	波索穆拉托村
Puesto Las Dos Palmas	拉斯-多斯-帕尔马斯村
Puesto Bajo Hondo	巴霍翁多村
Puesto La Iguana	拉伊瓜纳村
El Churcal	埃尔丘尔卡尔村
Puesto de Pancho	潘乔村
Pozo Cercado	波索塞尔卡多村
Puesto Central(El Algarrobal)	中央村（埃尔阿尔加罗瓦尔村）
Puesto San Luis	圣路易斯村
Puesto El Rosario	埃尔罗萨里奥村
Santa Teresa	圣特雷萨村
El Desmonte	埃尔德斯蒙特村
María Cristina	玛利亚-克里斯蒂纳村
El Rosado	埃尔罗萨多村
Lote 8	洛特8村
Puesto Sol de Mayo	索尔德马约村
Puesto El Cuarenta y Tres	四十三人村
El Estanque	埃尔埃斯坦克村
Bche. Santa Ana	贝切圣安娜村
La Defensa	拉德芬萨村
Puesto El Molino	埃尔莫利诺村
Puesto Sol Argentino	阿根廷太阳村
Misión San Andrés	米西翁-圣安德烈斯村
Puesto Las Cañas(Las Cañitas)	拉斯卡尼亚斯村（拉斯卡尼塔斯村)
Tronquito	特龙基托村
Misión Puesto García	米西翁-普埃斯托-加尔西亚村
Misión El Yuto	米西翁埃尔尤托村
Puesto El Silencio	埃尔西伦西奥村
El Portrillo	埃尔波尔特里约村
Palmar Largo	帕尔马尔拉尔戈村
Grl. Mosconi	莫斯科尼将军市
Pozo Escondido	波索埃斯孔迪多村
Puerto Cabo Irigoyen	卡沃伊里戈延港口
Portezuelo El Inca	波尔特苏埃洛-埃尔印加村
Portezuelo Llullaillaco Norte	北波尔特苏埃洛-尤亚伊亚科村
Mina San Pacho	圣帕乔矿
Cerro Sur Bayo	南巴约山
Cerro Tecar o Guanaqueros	特卡尔山（瓜纳克罗斯山）
Cerro Bayo o Tecar	巴约山（特卡尔山）
Laguna Tecar	特卡尔湖
Reserva Provincial Los Andes	安第斯省保护区
Paso Socompa	索孔帕山口
Cerro Socompa	索孔帕山
Cantera Tino	蒂诺采石场
Socompa	索孔帕村
Laguna Socompa	索孔帕湖
Volcán Socompa	索孔帕火山
hito El Camino a San Pedro	佩德罗之路山
Portezuelo de Salín Sur	南波尔特苏埃洛-德萨林村
Quebrada del Agua	克夫拉达-德尔阿瓜村
Cerro Arizar	阿里萨尔山
La Hoyada	拉奥亚达
Cerro de la Carpa	卡尔帕山
Ag. Oho de Caipe	阿格奥奥德凯佩
Caipe	凯佩村
Ag. Manantial	阿格马南蒂亚尔
Cerro Blanco	布兰科山
Las Carreras	拉斯卡雷拉斯公路
Cantera Los Hermanos	洛斯埃尔马诺斯采石场
Mina La Salvadora	拉萨尔瓦多矿
Puesto Leonares	莱奥纳雷斯村
Vega de Arizaro	贝加德阿里萨罗村
Camp	坎普村
Taca Taca	塔卡塔卡村
Mina Arisal	阿里萨尔矿
Ag. Del Desierto	阿格-德尔德谢尔托
Salar de Arizaro	阿里萨罗盐湖
Salar de Taca Taca	塔卡塔卡盐湖
Cerro Arizabo	阿里萨沃山
Cordón de Arizaro	阿里萨罗山
Salar de Pular	普拉尔盐湖
Hito Orilla Oeste de la Salina de Pular	普拉尔盐湖西岸山
Cerro Bayo Norte	北巴约山
Portezuelo Aracar	波尔特苏埃洛-阿拉卡尔村
Volcán Aracar	阿拉卡尔火山
Laguna Aracar	阿拉卡尔湖
Pampa Coria	科里亚草原
Cerro Huaico Tugle	瓦伊科图格莱山
Sa de Taca Taca	萨德塔卡塔卡
Hito Cabecera de la Vega de Incahuasi	卡韦塞拉-德拉贝加-德因卡瓦西山
Salar Santa María	圣玛利亚盐湖
Puntas de Guanaquero	蓬塔斯-德瓜纳克罗
Cerro Guanaquero	瓜纳克罗山
Vega de Guanaquero	贝加德瓜纳克罗河滩
Tolar Grande	大托拉尔镇
Salina Tolar Grande	大托拉尔盐湖
Mina Pampa	潘帕矿
Paso de Jama	哈马山口
Pampa de Jama	哈马草原
Mina San Juan	圣胡安矿
Salar de Jama	哈马盐湖
Laguna Mucar	穆卡尔湖
Cantera Silón	锡隆采石场
Reserva Alto Andina	阿尔托安迪纳保护区
Trópico de Capricomio	南回归线
Quebrada de Tornado	托尔纳多溪
Laguna de Pampa Ciénaga	潘帕谢纳加湖
Reserva Provincial	省保护区
Yacimiento Aquíliri	阿基利里矿
Mina Providencia	普罗维登西亚矿
Olaroz Grande	大奥拉罗斯村
Filo Telar	特拉尔山脊
Olaróz Chico	小奥拉罗斯镇
Arroyo Estero Glaco	埃斯特罗格拉科溪
Salar de Olaróz	奥拉罗斯盐湖
Mina San Nicolás	圣尼古拉斯矿
Cerro Yungara	云加拉山
Cerro Lares	拉雷斯山
Akar Soke(Guardabosque)	阿卡尔索科村（瓜尔达沃斯克村）
San Ramón del Valle	圣拉蒙德尔巴耶村
Ciénaga de Bavaro	巴瓦罗沼泽
Río Susques	苏斯克斯河
Torre	托雷村
Abra de las Burras	布拉斯山口
Río Potrero Chico	小波特雷洛河
Churcal	丘尔卡尔村
Susques	苏斯克斯市
Casa Quemada	卡萨克马达村
Río de las Burras	布拉斯河
Calvario de Susques	苏斯克斯旁卡尔瓦里奥村
Angosto de las Burras	布拉斯旁安戈斯托村
Río Honduras	翁杜拉斯河
Filo Honduras	翁杜拉斯山脊
Peña Rota	罗塔山岩
Río Cobres	科夫雷河
Quebrada Caraguachar	卡拉瓜查尔溪
Aguada Huancar Tres Cerros	万卡尔-特雷斯-塞罗斯水塘
Cerro Chacras	查克拉斯山
Abra de Cobres	科夫雷斯山口
Alto Pata Huasi	阿尔托帕塔瓦西高地
Puesto Minas	米纳斯村
Puesto Farallón	法拉永村
Río Pastos Chicos	小帕斯托斯河
Quebrada Chascho Cayoj	查斯乔卡约赫溪
Esquina Chica	小埃斯基纳
Río Taique	泰克河
Pastos Chicos	小帕斯托斯镇
Ojo de Agua	奥霍德阿瓜
Cerro Chiquera	奇克拉山
